total_rooms,population,median_income,median_house_value
1178,865,3.025,180000
1244,1603,2.9583,175400
1570,1849,2.6563,162500
1160,735,1.119,175000
504,375,3.6607,160600
1855,2568,2.5509,170800
1181,781,2.5625,153100
4417,2759,4.25,170300
2729,2223,4.0362,177900
4297,3596,3.045,184000
5556,4545,3.0902,190400
7531,5254,3.8506,167400
4413,4818,2.8594,215100
2346,3842,3.0635,160000
4273,2946,2.9926,183200
715,1394,3.3846,162500
2413,2867,4.7639,179900
2436,2839,4.5607,182100
3113,1719,3.6505,145700
2704,1289,5.2815,229500
3058,1475,4.4625,253500
7961,5014,3.512,218400
1708,1099,3.225,193800
1494,814,2.1074,181300
1589,1118,4.1029,213400
2598,1584,4.0417,180900
1958,876,3.6406,326100
2222,1067,2.8553,307600
1998,1030,3.9306,268400
1652,832,4.8098,325400
1901,946,2.7264,311100
1122,557,3.5388,407000
2071,1081,4.9125,335700
3442,1427,3.1985,106300
2426,937,9.2175,500001
1997,944,4.4063,500001
2790,952,4.8,500001
1232,410,11.075,500001
3082,771,11.216,500001
1797,435,5.9196,500001
681,485,2.7396,125600
1762,1526,2.8643,132600
2838,2151,3.2202,126200
2994,1933,4.0052,160700
1921,1492,4.375,150500
1810,1164,5.0123,165700
1479,741,4.2986,189600
1285,679,3.8705,191900
2108,1257,4.1312,185200
1897,965,5.7039,199400
1860,1011,3.5536,207000
175,129,9.7066,182500
1057,658,4.7708,191700
1699,1052,3.2122,195500
2894,1420,5.184,224900
2819,1718,3.5547,197600
2241,1743,4.6587,161900
1469,1285,3.9219,159500
1819,1728,3.975,162400
3055,3738,3.375,127200
116,193,3.8125,136300
16414,8907,6.1552,362500
2506,1255,4.7813,198200
4566,2045,5.583,267700
4415,1532,3.75,166300
2181,1272,5.1952,302100
2868,1204,6.1825,336900
2558,891,9.5561,411800
2895,1116,5.4716,400000
1859,622,5.0258,161800
1270,609,3.75,232500
1683,719,5.3649,243600
1632,575,5.3986,318700
1125,966,2.8438,162500
1597,1888,3.055,157800
745,247,3.6375,133900
1231,682,3.2344,170100
2019,1549,4.6111,223000
1316,671,3.2969,220000
3136,1894,2.5564,171300
1514,855,3.6042,166400
1072,639,5.0275,179300
382,272,1.425,212500
2360,1479,4.3583,187200
1548,1535,4.5057,152400
988,759,5.6047,205100
1317,679,4.6696,159500
3692,2683,3.1726,198700
2737,1877,2.8622,184300
1654,1065,3.4837,186500
3614,3282,3.522,190300
790,1196,3.0625,142800
893,1149,2.6442,156300
1920,1413,4.0313,147500
5321,4011,4.3882,189300
1639,2513,2.1838,159700
4620,3385,3.1773,186500
5147,3171,3.9929,225800
3318,1520,5.5501,274200
3201,1510,4.2708,161700
3397,1397,4.8125,244600
2017,1024,4.4732,245600
6224,3148,4.2071,430900
1679,1314,4.1026,211500
1391,856,3.184,220000
1309,1330,3.4417,182500
2224,985,3.1305,268800
2539,1623,3.0708,188700
1469,553,7.8496,490800
2479,1131,4.9643,317900
1562,696,3.5161,236400
2038,837,5.2416,471300
1821,727,6.5842,458500
1244,394,10.3682,500001
1025,316,10.3048,500001
1808,539,3.5682,500001
1538,425,5.3369,312500
3355,921,7.2988,500001
5613,3569,3.1946,132700
9610,4723,4.0393,156800
294,266,3.5385,134400
782,499,4.2062,161300
1891,1093,4.0167,165500
2192,1376,3.9861,163900
1788,1139,4.125,185800
1597,901,4.3947,197000
1371,806,4.5078,187100
689,379,3.9583,206000
1207,683,5.3559,207300
1409,819,3.3977,188800
1505,798,5.4635,202100
3342,2210,3.4596,202800
1340,848,4.1731,205100
3055,1902,4.2926,190700
6361,4580,4.9342,181000
2160,1694,3.8581,163100
2246,1837,4.7917,164500
1733,1757,4.2266,153800
3188,3883,2.1863,157600
3600,1382,7.4597,500001
2658,1135,6.0516,245000
3664,1820,4.225,224700
1128,931,2.8,137500
1626,1062,2.1944,139600
2629,956,9.9071,500001
2157,1001,5.1237,240000
1306,585,4.0812,241700
2458,967,7.2893,293500
950,429,2.315,182100
1006,1237,3.3472,168000
1221,1822,1.7935,162500
1277,730,1.4803,137500
931,778,2.6563,155000
1672,1173,4.5774,182100
1216,893,4.0288,184000
1627,1216,3.3438,186600
2147,1011,3.2188,196900
2489,1857,2.9474,178400
2149,966,3.875,183900
1962,1492,1.9621,118100
1026,1646,4.2019,163900
2160,852,6.0531,287100
2811,1374,3.475,282500
2870,1680,3.2301,189900
1792,1131,2.4942,186300
2444,1848,3.0179,198800
3291,1640,4.8981,166300
3903,2054,4.2731,218000
1672,891,4.8611,231900
2363,1240,4.0909,190800
3592,2138,5.2129,193400
3157,1842,4.5833,190700
3202,3308,4.1577,174100
2884,2613,4.05,177900
3341,3381,3.371,161800
1380,1472,4.2219,162800
639,666,3.3017,87500
1654,1843,3.1403,153000
1206,677,3.9219,142600
4021,1872,6.7919,295600
4461,2095,7.6709,319500
2822,1258,6.4441,261000
2602,1156,5.01,263800
3512,1391,8.1001,336500
2043,702,9.6062,414700
2133,1473,4.4211,215200
2141,1559,4.2036,220100
1253,1198,3.5179,225000
1283,1063,2.75,275000
5831,4738,3.1483,213000
1291,1252,2.7143,185400
1395,1478,2.5301,192900
1707,1335,2.7543,177800
2766,1332,4.6161,226300
2204,807,7.0516,500001
2125,1052,5.6315,484600
1890,859,4.5658,500001
1806,791,3.8125,366700
859,421,4.4821,220100
1620,868,5.411,219400
1239,929,3.3625,153400
2707,1742,2.1062,176700
2393,1336,4.87,187700
2704,1669,4.4653,195400
1814,1187,3.3523,170800
1921,1230,3.6648,193900
1729,1341,3.7708,163500
1519,1262,3.3409,161200
1403,977,3.8409,163000
1493,1571,3.8864,158900
1499,1112,3.83,149000
1375,1015,4.0521,151800
5026,3899,3.871,162900
6100,3112,4.9932,284000
1596,845,4.5096,241100
3250,1452,5.1084,303800
1475,698,3.8194,186000
1053,1038,4.6696,165500
8836,3946,5.6441,313000
2029,711,9.7956,500001
2577,1076,6.7528,459600
2159,833,5.3738,365100
1694,679,4.3333,239300
2127,1247,4.75,185600
1013,706,2.1432,197500
588,436,4.275,186200
604,615,3.6214,182100
812,494,3.25,350000
1347,676,3.8828,215400
1422,1057,2.3347,208100
1366,878,3.4,196900
4735,2600,5.0764,228600
1290,664,5.8461,227400
1891,932,4.2759,238000
1589,735,4.5714,243200
1731,1127,3.256,214300
299,163,3.0125,166100
2627,1409,4.7731,199200
2880,1806,3.8056,171100
2964,2235,3.2591,175900
714,654,4.5052,170800
1441,1233,3.7232,176200
2512,1861,4.2386,184200
5268,4480,4.015,186700
4248,3118,4.2222,207200
3695,1779,5.9449,276500
4183,1504,7.4056,374200
2552,925,8.1839,367000
2095,963,5.5,224100
5476,2327,5.6637,222100
2016,1015,5.2732,209700
1097,470,1.6389,225000
1867,871,2.6221,272000
1765,832,6.5928,439100
2630,1150,4.25,104400
7116,3538,6.2654,273800
1986,2013,3.1034,140800
2215,1792,2.8375,166500
1179,1296,2.851,140600
2278,1728,3.125,154100
1987,1279,4.1172,176500
2252,1370,4.6312,184800
1428,890,5.8722,204800
2349,2028,3.494,154500
1044,982,4.7679,153900
2610,2296,2.274,150800
804,727,2.7361,145700
1782,1517,3.3389,157900
1453,1609,3.7578,155800
1919,1203,4.2578,144100
1129,900,3.875,135600
2376,1858,4.1328,176300
1075,451,6.8492,332200
1219,610,6.7978,325000
3978,2418,5.0142,269900
16042,7732,5.6716,330400
1113,424,8.3474,500001
4943,1913,6.8189,379300
2237,1135,4.45,267900
2851,1287,5.0782,264100
3445,2400,3.4702,161900
1661,1201,4,178200
2825,1590,3.6106,153600
2312,2038,3.1378,137000
3127,1594,4.3426,141300
1665,755,6.5764,349000
1939,817,3.6705,275000
1599,938,4.285,184900
1432,746,2.0227,55000
2038,1066,5.197,195700
2375,1343,4.53,193500
6963,3892,4.1325,203500
1229,1035,3.5455,180000
1749,969,3.75,173400
3418,1961,3.65,171400
1380,690,3.8214,210900
1107,641,5.0599,216700
2421,1348,4.9394,217800
1117,496,4.3269,224700
1068,514,4.0735,208700
2929,1618,3.6875,213200
1724,943,5.118,195200
2749,1367,4.025,240700
1654,905,4.6389,214600
2584,1233,5.6935,218300
3553,2017,2.9726,133800
2296,1376,3.7303,188500
4115,2184,3.9536,191000
989,691,3.2632,180900
1476,1114,4.1917,181800
1829,1703,4.1295,188000
2027,1405,5.1416,231400
1983,1098,6.6355,276100
1393,976,5.4485,225200
3576,1846,5.9838,271900
2768,1182,3.7162,201200
3107,1688,5.9582,288000
2781,1242,6.1092,306500
6058,3285,3.4133,290900
5781,2585,5.343,231900
1417,817,4.875,230400
4269,1954,6.9261,284600
1732,1115,5.5312,239200
2249,1311,5.0287,265000
1028,340,3.6364,252800
1799,810,8.289,372400
1611,554,3.0417,137300
1787,639,6.8226,329800
2785,1086,7.3719,337400
1496,463,6.0516,500001
891,513,6,381500
6745,2688,3.9917,271600
3511,1733,3.46,123900
1896,806,4.5769,159400
1994,993,3.766,163900
2221,1328,2.5275,151700
4036,3878,3.2957,141600
2775,2847,3.2266,141800
1954,1584,3.1621,131000
2686,2477,3.4427,160800
1076,1242,2.2679,151800
4151,3563,3.1912,159900
2831,2330,3.9741,173100
2819,1508,4.6118,191700
2910,2583,3.7736,158400
2226,1464,4.4102,183200
2017,1462,2.067,167300
1475,1149,3.0904,158600
1254,1092,4.6364,163100
1993,1385,3.7258,181900
1141,924,3.1591,148300
1381,1020,4.025,146900
1458,1115,4.7955,158100
2093,1755,3.4115,150400
1623,1462,3.9803,152600
349,460,2.375,133300
2777,1954,4.5163,183800
2799,1348,6.2517,311100
1348,660,5.2852,297600
2228,1159,4.8906,228900
2397,1407,2.6641,185200
1471,841,3.46,232800
2316,1275,3.776,192600
2014,839,4.7446,175400
3744,1654,3.2158,215000
1899,1070,7.2532,381500
2423,1213,6.5635,346900
1332,625,4.4375,334100
3578,1588,6.2556,341300
1972,1152,3.7222,187500
890,416,3.141,167500
2181,1249,4.2937,183200
2146,1230,3.7813,184900
2366,1283,3.3516,190000
1951,1254,4.8438,185700
1175,568,4.125,189200
2265,1617,3.4583,186300
982,498,6.3214,220800
1194,474,6.1001,298900
2067,870,3.1315,137500
2856,1499,3.63,183400
2726,1513,3.7917,197400
2176,1632,3.707,180400
1996,1409,4.7738,180000
1153,884,5.2384,177400
1941,1021,4.4663,183900
1416,980,4.7772,182500
1493,811,5.244,218000
2362,1185,4.425,188400
729,488,4.7667,195200
2398,1261,5.2816,221800
1330,658,6.37,229200
1520,658,4.875,269300
2136,1528,2.4931,236100
4398,2777,4.1321,222800
1328,1012,4.2813,189500
2520,2126,3.7734,193900
1323,852,4.6167,237300
2300,1625,2.78,196300
2509,1814,2.7986,176100
1783,1025,4.1484,230000
3479,1454,6.6324,347600
3929,1858,6.8645,318200
4328,2243,5.5702,342600
1624,782,4.5962,304500
2622,1103,4.725,289600
2500,1242,7.7313,316700
1374,731,6.0905,224800
6517,3441,4.25,152100
2594,817,2.3674,219200
5143,2209,7.0173,382100
5925,2302,7.5699,333300
4462,1943,5.7395,289800
5379,1826,7.0151,350600
2030,910,7.8453,343300
3603,1549,4.0229,363100
959,384,5.2333,471400
5005,2112,4.9968,295000
1328,903,3.1094,136000
3595,1839,2.6014,150300
683,541,3.4375,151700
2038,1546,3.4777,144500
123,121,3.0417,137500
1558,1600,2.9712,143900
1399,1285,4,160100
2779,2259,3.4032,143400
3569,3339,4.1304,160500
2027,1781,3.0806,142400
2227,1961,3.3261,164100
2063,1573,3.2,157100
3580,2786,4.0469,166800
2516,2194,3.2413,155500
931,746,3.1667,158000
1299,763,3.5179,161400
2050,1832,2.8333,155700
2028,1727,2.8438,157600
1507,1326,4.119,163300
1686,1355,2.5192,157300
3530,2959,3.7459,152900
2006,1410,3.7083,165500
1983,1407,3.8319,179000
3335,1560,5.7268,300300
5284,2613,4.7332,289900
4873,1995,7.2472,441900
1870,947,4.1205,217000
1928,1056,4.0893,215700
1632,690,5.5608,255800
1887,989,4.1321,198100
1700,981,4.5461,194000
1975,918,4.4107,202000
1851,764,5.1315,181800
1740,1158,2.8649,137500
923,420,10.2252,462800
2003,1172,6.0394,321600
1454,635,6.2427,218500
1784,1255,3.7054,169200
2138,1682,3.6006,161700
1370,1022,3.6471,141700
818,546,5.1057,170700
2513,1611,4.0061,182900
793,589,5.25,190200
2471,1539,4.2679,191700
3310,1807,4.0185,200900
2035,1118,3.2546,187500
2335,1121,2.9891,205200
2406,1753,4.485,180600
4022,2457,2.8042,206300
2456,1289,4.1818,224200
3268,1704,3.6849,211400
3148,2110,3.9479,203800
1295,856,2.7157,350000
2244,1543,2.6618,179600
1988,1277,2.9414,162200
1386,901,4.7464,187500
1712,1036,4.0508,183900
1862,1301,3.1771,194000
3361,2709,3.9107,190700
2814,1439,3.599,262000
1735,784,4.2566,139200
1694,885,5.0875,224200
4154,2130,7.2845,301800
2553,1337,5.3737,252900
3273,1645,5.8195,286100
4112,1886,6.799,292000
3653,1930,5.7301,260900
1616,700,5.5105,232100
4508,2221,7.3731,390800
3906,1809,5.6765,265100
4466,2166,6.979,330700
3914,1871,5.8541,281500
6090,1974,2.8061,180300
2379,988,5.3674,339300
2482,960,6.1572,344000
4849,2504,3.5391,81900
923,352,4.5724,84500
2815,1492,4.0945,135700
6341,2899,3.6336,235200
1596,1329,3.0417,148000
1447,1279,4.0083,142900
2110,1890,3.6806,130500
3073,2640,3.5,161300
3640,3537,3.4784,152200
441,504,2.9107,152500
3543,3131,3.0184,139400
2391,1967,4.0274,160700
1353,1079,4.5417,160300
2342,2176,3.7454,156900
1560,1467,4.1429,159800
2547,2108,3.4722,154600
1468,1390,3.75,190600
797,484,2.625,191100
3512,1971,4.4653,193200
2945,2044,3.1979,183900
3632,1968,6.019,324900
2275,1039,6.2217,333500
4297,2038,5.2851,258800
3142,1520,6.2924,232500
3700,1793,5.3668,219800
10621,3836,5.0923,257200
1537,506,4.8264,146800
1310,937,3.8068,158700
2037,1435,3.3199,188800
1240,781,4.1287,205800
1025,726,3.875,137500
984,661,5.0747,189600
2291,1187,3.9539,191100
1252,714,4.6042,220700
3419,2460,3.2823,228500
1290,867,5.5486,218100
1038,578,4.9219,200000
897,479,5.152,215600
3528,2304,2.582,181800
3751,2281,3.7201,183100
2114,1077,5.4876,227500
2161,1503,4.3036,191400
2356,1659,4.1115,179700
4255,2901,3.2636,180200
2252,1576,3.6333,169800
3236,2034,4.0955,174200
1518,1086,4.32,196900
3215,2066,4.0194,197400
1553,1988,2.1375,150000
1264,783,3.3438,199600
2343,1537,5.1345,210600
3865,2670,3.8158,180000
3443,2257,4.7404,207500
4636,2341,4.4261,304700
3833,2192,3.4679,219700
3109,1891,5.2655,243100
2826,1738,6.0494,240400
1905,1098,4.8611,229600
3430,1601,5.6825,264600
2308,1101,4.4766,230000
3451,1736,6.3749,278000
1997,952,4.4148,239200
1989,1401,4.1603,160500
5127,2142,7.8195,390500
3957,1774,7.0907,350200
2437,986,5.7117,247200
4177,1704,6.2473,281900
3396,1542,7.3982,369100
5664,2493,5.8252,264700
3592,1598,6.5501,294900
3335,1500,3.7315,197900
1027,436,4.2159,211300
1851,792,3.8187,137500
2054,836,6.8939,383900
2180,960,2.875,87800
2981,1063,6.5254,365000
3838,1851,4.2407,262000
2492,1951,3.1304,185600
2346,1988,2.5625,153000
1568,1618,2.9605,129400
1040,1040,2.5395,139200
1681,1648,2.4911,145900
2491,2660,2.564,145800
1792,1441,3.7917,151100
4468,4027,3.185,168300
2988,1371,6.6988,382500
8399,3727,6.9695,360400
4078,1490,10.8034,500001
2217,851,10.4835,498600
1519,758,4.3125,214000
2395,1214,3.7045,212300
2299,1049,3.6458,208100
5805,3106,4.061,222700
2161,1235,5.6454,202800
1677,1021,3.5859,199700
2111,979,8.5621,347800
5195,2539,4.5033,160500
3401,1503,6.6704,240600
2298,1261,4.2422,159400
1239,869,3.59,161900
1689,1260,3.1205,174000
1138,725,3.4167,187200
3540,2898,3.0252,178000
2303,1607,2.9,176100
1661,949,5.2548,192600
1948,957,4.9777,212600
2079,1379,5.103,207000
2982,1895,4.9115,255500
1484,916,5.2657,191400
2342,1367,4.1167,215500
2281,1510,2.8625,189600
1991,1202,3.1538,252100
3284,3257,2.4526,182900
3179,2526,3.3281,180800
383,487,3.975,162500
2064,1384,4.5263,169000
2470,1589,3.1801,190500
2695,1888,3.2857,213300
4273,2300,3.5313,213000
1312,922,3.1902,202400
2081,1617,3.4955,160900
1572,1351,3.369,190900
2545,1468,1.9439,177700
1859,1314,3.0909,184400
3024,2357,3.3125,191800
4065,1960,4.506,240000
3182,1770,3.1912,220800
5239,2440,4.375,248100
1787,801,5.5514,255700
2801,1473,4.2875,134800
2127,1338,3.628,188500
1967,1251,3.6696,218800
1994,3031,2.7614,237500
1600,1803,2.7865,216700
2017,1063,4.0345,229400
3386,1715,3.7479,213000
1476,886,5.3259,216400
2024,1047,3.5848,186900
3305,2272,3.4899,216700
4000,1999,4.7245,273600
1692,903,3.5859,262500
3141,1729,4.2165,234600
2228,1122,4.0385,350000
1330,613,4.6591,353100
3155,951,3.0625,268800
1739,945,3.4015,86500
1354,531,4.8059,270600
1020,398,6.101,311800
3436,1540,4.275,256800
1302,800,3.2723,166900
1298,1131,1.0548,178100
1005,742,3.5481,158100
2584,1869,3.2841,167000
870,546,4.625,173800
1340,928,3.9219,175000
2249,1544,3.4005,176300
2003,1520,3.994,195300
1627,1279,4.6467,185100
1696,1609,2.25,138500
6909,3912,5.257,226100
6540,3124,6.0663,372600
1431,505,6.8109,401000
903,444,3.75,174400
2911,1395,5.1738,203700
2603,1305,3.9543,214400
802,445,5.0077,185000
5166,2374,5.979,285200
1065,574,5.0384,200800
1011,578,3.9861,188700
1932,1053,5.1377,213300
1624,755,4.7083,268100
2628,2276,2.735,170800
2086,1356,2.95,165600
1162,563,3.875,203000
1078,575,4.5083,188000
2053,1154,4.0455,197200
1549,885,4.0039,195100
2641,2413,2.8169,165100
1718,1022,3.9333,196100
2578,1217,2.2401,212500
3002,1495,3.1087,202800
2253,1536,3.2326,204700
2947,1820,4.5294,224800
2642,1702,3.5268,174700
2142,946,3.7059,146300
1530,883,2.8835,196500
2782,1749,4.1276,153800
3679,1820,3.6531,143500
2401,1155,3.5139,211700
1324,687,3.4327,192800
1982,1426,3.0263,194200
1876,1499,2.925,176000
1120,982,2.9083,179200
1250,1047,3.0625,208800
1382,1977,2.7589,137500
2767,1148,6.394,316700
2236,809,6.7395,342800
4808,2422,4.0121,279700
5241,2048,6.4858,285400
4041,1689,4.2289,442700
2809,1260,3.2353,252900
1926,917,3.3889,68500
2701,1368,4.071,137400
1745,753,5.532,318500
2234,986,3.9125,265500
6597,3689,3.2377,184100
3374,1906,4.0729,212300
1332,648,4.7159,365900
1185,657,4.5491,214800
1937,922,3.94,278400
1858,1054,3.5625,211600
1722,794,4.2132,212200
1978,826,2.5114,212200
2120,1375,3.4609,166300
2424,1713,3.8085,181400
1613,1283,3.1944,181700
1852,1414,4.275,173600
5684,6626,2.2559,166800
6311,6666,2.9334,182600
557,455,2.7721,155400
682,813,3.8125,138000
1135,1717,2.1602,161700
1451,608,6.0648,290800
1805,882,5.3054,273500
1579,816,4.4318,181100
1755,774,5.0861,296700
1921,969,4.9191,188700
1323,807,4.2708,174800
2424,1293,3.275,189900
3395,1886,4.4118,174400
4039,2269,5.2305,205100
2722,2541,4.2305,221400
1382,685,5.125,211700
2968,1655,4.6094,201000
1589,804,4.6354,202900
1653,1003,4.6,203400
2046,1018,4.2292,212800
6348,4188,3.139,185700
2307,1218,3.4306,194200
3061,2396,4.6326,195200
4097,2112,4.5,202100
3963,2104,4.9803,208600
4639,3093,2.5577,202300
1086,825,2.4609,219600
1960,1356,4.0625,225900
3897,1992,4.1591,192300
1831,809,4.5179,177100
5238,3032,4.4583,190100
4021,1488,5.32,219500
2460,1277,5.4372,223200
2663,1499,5.7837,258000
2343,1166,6,233100
2648,1160,5.9357,207400
1387,890,5.422,204100
1771,995,5.8362,217500
2072,1249,3.9855,191900
2141,2038,2.2981,177700
3380,2269,4.525,186000
8110,3613,6.0609,264900
4095,1766,6.7418,302500
6565,3079,4.7515,295600
3856,1741,7.248,302700
945,337,11.5199,500001
3581,1644,5.041,397600
2902,1125,5.888,447700
4559,1949,4.355,429200
248,261,2.1413,96900
10655,5391,5.083,151300
3868,1558,9.4667,500001
2267,980,3.6,307400
1077,478,2.6316,252800
6854,4131,3.5878,222800
3308,1803,3.9464,273600
2250,989,6.1536,366000
1471,751,5.4555,395100
1504,718,4.625,219000
2454,1110,3.8029,414800
452,248,1.9688,226000
1928,1008,4.733,233700
1747,1199,3.4286,191800
2080,1976,2.6917,170000
2741,2449,3.6944,175200
3245,3528,2.3236,156300
2929,3792,2.2577,173800
1610,2050,2.5562,156300
2464,2932,3.0625,165800
991,1145,2.3611,167000
6175,5041,2.8821,158100
1995,707,8.6677,332700
1903,887,6.148,313800
2071,988,4.6226,219700
2002,913,4.5446,244700
2139,1138,4.2917,168900
1705,871,4.6184,179800
1681,964,4.108,181200
1632,797,4.2292,179500
4815,3232,3.488,191800
2400,1218,4.1312,193800
4711,2984,3.6028,184700
2169,1169,3.2222,218700
2182,1248,5.4236,216700
1337,692,5.1155,213700
2417,1276,5.5601,205200
2678,1540,4.4954,202900
1636,977,3.5938,209900
1375,670,5.0839,198200
2342,1290,5.6677,220700
1922,1030,5.3416,213000
3473,2091,4.4821,214100
3482,2227,5.1155,200900
84,32,5.875,193800
6368,3281,6.1142,240400
3375,1754,5.5446,228900
2115,1253,5.1507,207500
2905,1781,4.25,214800
1759,1404,3.6289,195800
2989,1596,5.7157,231200
3842,1961,6.128,248200
3711,1902,5.5599,234100
6393,2743,5.1384,336900
8844,4404,4.4453,267800
5554,2408,5.3886,331900
2548,755,2.8352,408300
3969,1508,4.3409,271400
9849,4546,4.0729,154300
2731,1034,9.8098,500001
1640,693,6.6888,500001
1694,674,4.1797,486800
1446,721,4.7308,352200
4353,2338,3.0727,242600
2076,988,5.9175,416900
2837,1344,6.5722,437400
2301,1079,4.4236,233600
2668,1512,2.9422,233100
2647,1473,3.94,223900
2773,1376,2.7857,201700
1219,1152,2.8029,180900
1597,1311,2.9688,162800
775,726,3.25,159200
1780,1732,2.4464,169600
1091,905,3.1042,152000
1018,1307,2.1453,162100
1513,1396,2.4706,170600
2510,3481,2.4875,157800
2469,3818,2.5445,151400
2343,3537,2.1094,135200
1345,1511,3.5129,142300
6531,2975,6.2319,403700
2792,1177,3.4312,243800
